"text","class"
"   orderan  robek robek anjing peliharaan   barang main lempar  halaman  berusaha diterima  orang  rumah ","Negative"
" min  gimana ya  transaksi via web disuruh konfirmasi  nomor   udah    update  nomor  nomor     diakses  detail   kirim via dm ","Negative"
"    kejadian   ya ayooo tingkatkan keamanan biar tdk  yg  rugikan","Negative"
" min  kemarin order barang  nggk  kirim kirim  penjualnya  kirim       notifikasi  proses    resi langsung  penjualnya    ","Negative"
" halo min  nanya gimana yah  perpanjang  pengiriman barang  jualan barang pre order ngambil barang   negeri   kurir   paket nya stuck  transit gimana yah   ","Negative"
" nominal  apps tokopedia  apps ovo nya  beda ya","Negative"
"    hasilnya transaksi gagal","Negative"
" min  sy cek  jam gini mulu gmn min ","Negative"
" udah  kak berepa    menunggu","Negative"
" dear tokped  prosesnya memakanwaktu   appreciate  info dr bank issuer kl refund   dijalankan masuk tks ","Negative"
"  penjual  menghubungi   barang  readystock jd penjual menyarankan  dibatalkan    pengembalian dana   ","Negative"
" halo  menjual produk  user  membeli  produknya ditolak  kurir   alasan   tdk bias mengirim   solusi  membatalkan   konfirmasi pengiriman krn  dibatalkan rating  turun","Negative"
" ovo point ovo cash  pajangan doank sis  byr listrik  kode promo  gak  giliran gk pake kode promo  beda bgt sm tokocash dl amau kudu pindah nyari  sreg  k screenshot  yak nuhun alasan pembeli  cancel","Negative"
" bedanya ovo cash  ovo point  yah bingung ","Negative"
"     bayar tiket pesawat   pesanan  hilang  status  lunas ya mohon tanggapannya thks ","Negative"
"admin tolong dibantu ya    cek  dm terima kasih","Negative"
"  ga  toko favorit    sendirigimana  unfavorit nya trus gimana  komplain  biar ga  berhenti sebulan    ga terima informasi promo  chat  ditulis percakapan pribadi  situ  ","Negative"
" min  pesan barang kemarin sore    pesanan       konfirmasi pesanan    ya  muncul pemberitahuan konfirmasi pesanan selesai    jam  pesanan dikirim kasian loh  min seller nya ","Negative"
" min td   pembelian   kupon cash back    diawal tertulis poten cashback    transfer  g  cashback nya","Negative"
" permisi tokopedia    checkout  pemesanan tiket ka  bermasalah  pembayaran  mmg  gangguan tks ","Negative"
"  banget min g    pick up ","Negative"
"   tdk  unsur ketidak sengajaan  tdk dr    notice  membatalkan pembelian  tdk merugikan pembeli   selesai transaksi   potong namanya ininunsur kesengajaan  masuk kantong tokopedia nya","Negative"
"admin tolong yah cek dm     selesai lambat  penanganannya","Negative"
" hati  batas  maksimal   sisa     buktinya susah banget  nunjukkan bukti tokopedia tokopediacare onlineshop belanjaonline","Negative"
" iya cashback masuk nya  ovo poin klo ovo cash    transfer  rekening syarat  upgrade  ovo premium klo ovopoint    tokocash    poin aja ga bs  transfer  pindahkan  ovo ","Negative"
" klo belanja sblm aktivasi ovo cashbacknya hangus   masuk  akun ovo stlh aktivasi min ","Negative"
"   komplain   tuh   bersamaan  jg komplain     kendala  pengiriman paket  bayangkan  paket     jarak tempuh yg  paket  jkt   transaksi  barang diterima    ","Negative"
"    ambil uang    nikmati barangnya  ","Negative"
" min pembayaran pake error melulu ya ","Negative"
" perusahaan     call center  mempersulit customer tolong respon dm  ","Negative"
"    masuk  akun reksa dana  ubah nomor hape ","Negative"
" klw salah masukin alamat  beli gmn  sdh trf sdh  k penjual  batalinsaya ceknya gmn n nunggu brp  ","Negative"
"   fotonya min  salah input resi ","Negative"
" min ane pake promo  bwt beli tiket kereta  ampe bayar trus gagal duit dibalikin  saldo  pas ane pake lg promo nya ko ga bs pdhl pas gede min cashback nih ","Negative"
"   yg   perbuat     pembayaran dngn credit card  penjual membatalkan  kelanjutannya ","Negative"
" kak pesanan sy kmrin dibatalkan  tokopedia krn sy trlambat masukin resi trus si pembeli order ulang tp sy masukin resinya gagal mhn dikonfirm  bs valid kak resinya invoice ","Negative"
" ga terlacak gimana coba buka masukin resinya muncul  bingung akutu rugi ongkir rb x ongkos  tikinya  seller nombok   mah ","Negative"
" tokped  gangguan kah  pagi   transaksi digital  gagal complain via app jg tdk  solusi yg  ","Negative"
"  berkali  bilang  tdk  diubah  cicilan krn   transaksi nya pakai metode pwmbayaran cicilan ngerti gak sih capek banget nih bahas ama cs yg  kasihbjawaban bodoh emang  nipu sih","Negative"
" tgl tokopedia info kembalikan dana  proses  bank max  kerja    dana   masuk  tokopedia    bukti pengembalian dana   sebulan dana  terpendam  salah  seller tokopedia ","Negative"
" min  pembayaran cc   berhasil   promo cashback  jam ","Negative"
" tokopedia  asuransipihak pembeli  bayar dikenakan biaya asuransi pelapak dilarang bayar asuransi ekspedisi      dirugikan  uang asuransi  diambil    pelapak   nyatakan salah","Negative"
" invoice statusnya   mencari driver aja dikirim  jasa sameday eta terangkan ","Negative"
" mimin  pesan luxury sleeper train jkt surabaya gimana ya   argo anggrek  thx","Negative"
" min  tolong  bantu pembeli salah bayar nominal ","Negative"
" coba  penjelasan detailnya ","Negative"
"min mhn dibantu  invoice  invoice  dibatalkan dr tokped pdhl brg sdh dikirim tp karna pemgiriman via standart express n pngiriman dr  negri jdnya resi tdk terlacak  no resinya id l mhn dibantu","Negative"
"  info ndak kak   mesti menunggu ","Negative"
" kabar tim investigasi dgn proses pembatalan tiket lion sy   tdk  kabar   pembatalan citilink  selesai  yg bermasalah lion tokopedia ","Negative"
" min saldo ovo cash   ilang kemana  abis blanja tp dibatalkan eh ovo cashnya g   merger  ovo kk  jelek bgt si","Negative"
"   info paket   sistem    tujuan  sya  menerima paket","Negative"
" min  salah booking tiket kreta api batalinnya gimana urgent min asap reply","Negative"
"  menunggu  jawabannya   tunggu      menerima info  email  emailnya   nunggu   situ  suruh tunggu situ  tentuin  situ   ingkari      cairnya ","Negative"
"min kayaknya kebijakan ovo points  ga  dipake  transaksi pembelian tiket kereta nih  blunder deh  tokopedia    dipertimbangkan  minnn ","Negative"
"  dm nomor hp  tks wikwikwik","Negative"
"  gak  pakai kode promo dgtoped  kecewa promo cashback   efektif     berhenti bayar  tagihan  tokped kecewa  kerjasamanya dgn pvo","Negative"
"contoh promo   niat ","Negative"
" sore   pesanan dg resi jne  kirim   masukan resi  error    serahkan  tokopedia y  hubungi pembeli via whatsapp  no respon      thks ","Negative"
" cek dm mim u url toko  salah gimana  gantinya ya elalu membaca syarat  ketentuan tokopedia  jaga informasi pribadi  kode otp    menghindari penyalahgunaan data   manapun tokopediacare mulaiajadulu tokopedtokopediacareps t co nxigr owTot","Negative"
" min  topup emoney pake ovo nunggu konfirmasinya  bgt ovo loh  gabisa pulang ni no invoice ivr xviii xi ","Negative"
" sy  order panggil grab  tdk  ya ","Negative"
" min  ga  beli paket data via atm mandiri ya ","Negative"
" admin dana refund  sesuai mohon  koreksi  ","Negative"
"sudan x jam nih    ga  solusi   disuruh tunggu konkret  please ","Negative"
" no transaksi  dbatlkan tokopedia krn indikasi penipuan tp  saldo tokopedia at ovo blm  ya mohon balasan scepatnya kak dana   terima kasih ","Negative"
"   gak bisanya   gak  ","Negative"
"   ribu   transfer ung  karna cashback nya dipake  bayar adminnya minimarket wkwk an sampe  tunggu  haha ya duit keburu  bawa kabur lahh tunggu  so sad yaaa keburu uangku udah ditelen  penipunya ya ","Negative"
"seller busuk  gak  rugi  buyer  marketplace nya yg dirugikan ","Negative"
"   giman tuh   tokped  verifikasi khusus  mlindungi pembeli ","Negative"
"   verifikasinya    bayar pake briva   cek otomatis  langsung terverifikasi mohon bantu","Negative"
" kak  transaksi   nomor invoice ivr xviii x   proses terima kasih  belom masuk pembayaran cc nya ","Negative"
" bayar tiket  ga  va mandiri gerai jg gak  gimana sih ","Negative"
"  hangus  hilang gara gara aktivasi ovo anehnya verifikasi sms  lgsg mengetik    muncul sms dr yg lainselain tokopedia","Negative"
" min  ganti nomer  verify emailnya ga masuk masuk udh brp  dicoba gamau gamau nomer  udh ga kepake  thx rb  bayar rb rb pake saldo ovo  yg masuk rb doang saldo ovo hilang ","Negative"
" oh udah masuk mbak makasih","Negative"
"dear penggantian tokocash  ovo  akun  gagal tokocash       lakukan   mengganti nomor hape sesuai  akun ovo terima kasih ","Negative"
"    proses  valid    uang   refund  cepat   ","Negative"
" pembelian sya kyknya d input resi palsu smpe skrng resi tdk  d track  seller tdk  d hubungi tlg d bntu min","Negative"
" metode pembayaran mandiri clickpay emang udah ga dipake ya  ya  perbaikan    dipake dah udah bbrapa    ","Negative"
" malem min  nanya   pembayaran tagihan telkom  x biaya admin  admin pembayaran    ","Negative"
"   ","Negative"
" sore min   aplikasi tokped abis  update  kalo buka langsung  menu pembelian pulsa ya gak  menu utama  bug  gmana ya ","Negative"
"dear  jam wib komplain dinyatakan selesai dna dana dikembalikan        dana blm masuk mhn bantuan thd komplain  ","Negative"
" mohon bantuan   gojek nya gak dateng dateng yah  jam sore makasih ","Negative"
" mohon bantuan follow up belanjaan    pembayaran  status menunggu pembayaran ","Negative"
"    mngubah nomor resi ny   mengunggah resi fisik ny ","Negative"
" min  diturunin  kualitas layanannya  saldo tokocash   beli  aja    kedaluarsa     min dimana fasilitas ditingkatkan  toped  diturunin fasilitasnya   yg pergi  lapak  kalo gini  min ","Negative"
" butuh nomor handphone kah kak   ","Negative"
" seneng  undangannya  maaf  gak   tgl okt bertepatan    wafat   isi manual udah capek ngisi diulang  percobaan booking melebihi batas makasih ","Negative"
" min  beli paket xtra combo gb gb   gak masuk ya udah restart hp jg ga masuk ","Negative"
"    salah kirim pake jne  salah masukin resi  aja  jd ribet","Negative"
" gmn ya proses transaksi   saldo ny  masuk","Negative"
" min     syarat  ketentuan maksud alamat  samanapakah  keluarga  anggota keluarga   memiliki akun tokopedia     akun tokopedia    anggap pelanggaran    benefit ","Negative"
"dear tolong dibantu trx  denga nomor  tgl okt  nyampai sampe skrg mentok  pengiriman  hubungi jg tdk  tanggapan ttg resi tolong  followup ","Negative"
"  heiiiiiiii udah  ","Negative"
"min     ovo  toko cash  gimana saldo  lenyap pointnya  dipindahkan  sy tlp  custcare ovo x  yg   muter muter  yg     whatsapp ktp ujung nya disuruh tlp jgpembeli  cancel","Negative"
" min sy gagal batar credit card   ya tlg cek dm thanks","Negative"
" ah payah    lu   temen     berteman  yg luas yg  jgn  situ situ aja hmmmh","Negative"
"  kacau aja   order sameday pengemudi  klik pickup   jam barang    pickup ditelp ga aktif parah ","Negative"
" sampaikapan min  nunggu   disusahkan   ap kah  gini pelayanan toko pedia  proses uang   minggu ","Negative"
" min   menunggu konfirm ya  keburu jatuh tempo nih ","Negative"
"dear   ya  valid ","Negative"
"kakak  ya malam  tarik saldo   gangguan kah mohon info nya kak   chat  tokopedia info  gak  via email uda   masuk rekening ","Negative"
" koq  akun sy gk  penawaran aktivasi ovo ya  krn  daftar akun ovo jd  nunggu brp  akun ovo istri sy  daftar  yg kalu sdh  notif sdh diaktivasi","Negative"
" app tokopedia  hp sy    pake  tulisan perangkat   kompatible  versi    bertahun pakai app tokopedia  hp ","Negative"
" siang min   input resi  ganti kurir  gak  ya ","Negative"
" min point pembelian tgl desember hangus kalo gak dipakai ","Negative"
" halo tokopedia  udah selesai belanja    check out ya","Negative"
" eh teenyata gw salah unggah bukti  liat aja ","Negative"
" oh skrg  ya  lsg masuk","Negative"
"hi pembayaran tagihan via cc  nggak  trs ya screenshot terlampir thank you ","Negative"
" ok gan thanks  infonya  sya  rencana pengen beli hp    pake  belanja  tokped ya   transaksi pembayaran  bulannya nnya min nuhun alasan pembeli  cancel","Negative"
"     bayar tagihan listrik  tv kabel ya  gangguan tertera  mua bayar   data  disuruh menunggu menit berulang ulang","Negative"
" dicoba berulang aja   jeda menit ","Negative"
"  ya   metode pembayaran tagihan telkom  transfer bank mandiri via tokopedia   nonaktifkan","Negative"
"min   bayar tagihan bpjs  pilih metode pembayaran habis         keterangan no rek tujuan  gimana y ","Negative"
"   cepet selesai  gimana bukti   isi form klaim    dana  tertahan  toped   ","Negative"
" sy sdh   kancab dropping pointnya lgsg kak  bhw   sisi kurir  kendala mutasi personil kurir  masif   adaptasi medan lg  barang sdh dikirim sore td  rumah sy konfirmasikan bhw baramg sdh sy terima ","Negative"
"min   klik pickup    ya  bebarapa po   ","Negative"
" min  abis update  aplikasi topseller  ga  dibuka ","Negative"
"  uda ajukan pembatalan   ga   cancel sih  jd lgsng diterima pembelinya t co chu n vydVnja  tokped ya   transaksi pembayaran  bulannya nnya min nuhun alasan pembeli  cancel","Negative"
" oh ngono  jd bertahap ga serempak lum selesailsg  terupdate otomatis tp  lsg        pesananku diproses rg tgl gak sampe tolong bgt min ","Negative"
" udah bayar tp  akun  keliatan menunggu pembayaran gimana  min","Negative"
"min gak ngerasa batalin  statusnya permintaan pembeli permintaan pembeli ","Negative"
" min  nanya berat produk  tulisannya dimana ya  update app nya ko   ya ","Negative"
"  norek toped beda sih  bgt skrg aja dah kecatet  mbanking sy trus kl salah trf tp tetep rek a n toped gmn tuh ","Negative"
" aduh kak  gak  resi fisiknya   dropship dropship d  d tokopedia kak   sematkan inv transaksi pembelian  penjualan dropahip   kak ","Negative"
"    masukkan kode voucher nya smpe gini  benefit cash back blm masuk  pelanggan toped kecewa ","Negative"
" siang       checkout pembayaran via bank bni    kendala  tau kendalanya   terima kasih ","Negative"
" min  komplain pengembalian barang   masukin resi pengembalian   statusnya  menunggu pembeli memasukkan resi pengembalian barang ya     takutnya prosesnya dianggap   komplain  barang  dikembalikan ","Negative"
"hai min    pelapak  menaikkan reputasi  jasa reputasi  gimana min kasihan donk  jualan jujur reputasinya kalah ","Negative"
" min token listrik  banget ya ","Negative"
" penjual isi resi palsu  bohong  barang  dikirim  ngga  sanksinya sih  nemu seller  jawabannya  silahkan tunggu jam  komplain  resolusi yaelah ","Negative"
" halo min  x jam cashbacknya  blm masuk ya ","Negative"
"  nov  dropship internal  barang   customer nov dianggap pelanggaran nggak  tokopedia dana masuk  dropshipper internal  dibalikin  pembeli ","Negative"
"toko cash  hilang  update  ovo  gimana  ","Negative"
" untung   cs berani nya   tweeter kl berani temui   lemparin pake laptop  dasar maling penipu","Negative"
"    enak banget yah  bodoh baca komplain tuntutan  cek  seller nya  liat    transaksi  aplikasi tokopedia pembayaran  metode cicilansaya  transaksi yg inindiselesaikan jgn sarankan  transaksi ","Negative"
" tim tokopediacare  berduka  musibah jatuhnya pesawat lion air jt semoga proses evakuasi berjalan lancar tokopediacare","Negative"
" tolong cek pembayaran   pym xviii xi   confirm ya uda berjam ","Negative"
"tolong segeera konfirmasinya pelayanan   mengecewakan ","Negative"
"     dm ya    follow back  ","Negative"
" wkwkwkw bank gue  mandiri gaes","Negative"
" min  udah  pembayaran  unggah pembayaran        notifikasi  toped yaa mohon bantuannya  solusinya","Negative"
" okey  sbar menunggu min sprti sabarnua menunggu vote  mimin netplay tiket   ditutup  coba  lg     bgmn transaksi   selesai otomatis okt jam    perpanjangan  tks","Negative"
